youdescribe_link,audio_clip_file_path,audio_clip_file_name,audio_clip_duration,audio_clip_start_time,audio_clip_end_time,audio_clip_playback_type,db_transcript,oa_transcript_sentence,bleu_score,cosine_similarity
https://youdescribe.org/video/d5GN90UiImo?ad=58e7cf3346e13dfd851a24cd,/legacy,14464332383261.wav,2.5580000000000003,129.707,132.267,inline, Z mod a exits., Zmara exits.,0.537,0.336
https://youdescribe.org/video/d5GN90UiImo?ad=58e7cf3346e13dfd851a24cd,/legacy,14464344835611.wav,2.046,224.65400000000002,226.704,inline, The motto re enters., Zamata re-enters.,0.363,0.41100000000000003
https://youdescribe.org/video/9JBNmGlEdLY?ad=5fd2743595521063835ceb55,/current/9JBNmGlEdLY,9JBNmGlEdLY_5fd3032d95521063835ced1c.wav,9.567,329.709588,339.27620931519266,inline,she looks back at the cube as the train leavesshe looks back at the cube as the train leaves, She looks back at the cube as the train leaves.,0.376,0.958
https://youdescribe.org/video/S2nBBMbjS8w?ad=6358a365934e8a1ea9f839a9,/current/S2nBBMbjS8w,S2nBBMbjS8w_6358a46b934e8a1ea9f839b0.wav,7.936,45.713476101089476,53.649476101089476,inline,the polar bear finally catches the Coca-Cola and then suddenly turns around to see the damage he has donethe polar bear finally catches the Coca-Cola and then suddenly turns around to see the damage he has done, The polar bear finally catches the Coca-Cola and then suddenly turns around to see the damage he has done.,0.37200000000000005,0.982
https://youdescribe.org/video/S2nBBMbjS8w?ad=6358a365934e8a1ea9f839a9,/current/S2nBBMbjS8w,S2nBBMbjS8w_6358a47b44d9f31eaf8e2d6f.wav,10.495999999999999,57.62810590463257,68.12410590463257,inline,the polar bear sees his friend drinking a Coca-Cola as well he gives him a round of applause and they both are happily drinking Coca-Cola togetherthe polar bear sees his friend drinking a Coca-Cola as well he gives him a round of applause and they both are happily drinking Coca-Cola together, The polar bear sees his friend drinking a Coca-Cola as well. He gives him a round of applause and they both are happily drinking Coca-Cola together.,0.365,0.9840000000000001
https://youdescribe.org/video/hSmNg2WGXeQ?ad=58e7cf3946e13dfd851a2766,/legacy,14786397811151.wav,1.534,21.331,21.331,extended, The crowd applause is., The crowd applauses.,0.848,0.41100000000000003
https://youdescribe.org/video/rGNJVP1-j88?ad=63c8e01629962a34dc0665a7,/current/rGNJVP1-j88,rGNJVP1-j88_63c8ea5d48f15f34e263379d.wav,3.4989999999999997,21.206441,24.70510766666667,inline,Mickey Pluto on the check want to check what is happening with Clarabelle, Make a blue to check what is happening with Claribel.,0.539,0.444
https://youdescribe.org/video/rGNJVP1-j88?ad=63c8e01629962a34dc0665a7,/current/rGNJVP1-j88,rGNJVP1-j88_63c8eb1429962a34dc0665e2.wav,2.7310000000000003,48.222538,50.95320466666666,inline,Nikki press the button and then larger pops up, Mickey pushes a button and the lights rip off,0.439,0.217
https://youdescribe.org/video/_-O6Ppkrf98?ad=58e7cf3946e13dfd851a276f,/legacy,14786569955931.wav,3.325,8.5,11.82,inline, Cronk is sprinting with eastman at all. Tent on his back., Kronk is sprinting with Yzma in a tall tent on his back.,0.716,0.47
https://youdescribe.org/video/ybswFQex6vQ?ad=624758df4239fd06fa45a6c5,/current/ybswFQex6vQ,ybswFQex6vQ_62476a254239fd06fa45a6d5.wav,4.096,155.57959000953673,159.67559000953673,inline,do you need to Shan sophomore at Marshall University," Dina Deschan, sophomore at Marshall University.",0.669,0.381
https://youdescribe.org/video/ybswFQex6vQ?ad=624758df4239fd06fa45a6c5,/current/ybswFQex6vQ,ybswFQex6vQ_62476a5cf3906e06f44256ec.wav,3.925,165.80023998474118,169.72557331807454,inline,an Eruv or freshman at Marshall University," Hannah Revoir, freshman at Marshall University.",0.6940000000000001,0.45
https://youdescribe.org/video/dT700hzONV8?ad=638acf7948f15f34e2631b73,/current/dT700hzONV8,dT700hzONV8_638ad1a448f15f34e2631b79.wav,14.08,127.592228,141.67222800000005,inline,next is a gingerbread person in a red dress with a large red bow it's on a shelf in front of the previous Minnie Mouse and standing Snoopy it's dancing to various Christmas songs by moving from the waste in circles to match up with the musicnext is a gingerbread person in a red dress with a large red bow it's on a shelf in front of the previous Minnie Mouse and standing Snoopy it's dancing to various Christmas songs by moving from the waste in circles to match up with the music, Next is a gingerbread person in a red dress with a large red bow. It's on a shelf in front of the previous Minnie Mouse and standing Snoopy. It's dancing to various Christmas songs by moving from the waist in circles to match up with the music.,0.358,0.961
https://youdescribe.org/video/dT700hzONV8?ad=638acf7948f15f34e2631b73,/current/dT700hzONV8,dT700hzONV8_638ad26148f15f34e2631b7e.wav,12.288,186.51206499999998,198.800065,inline,on a different shelf it's the four previous toys with the order being from left to right many the standing Snoopy a gingerbread person and the sitting Maraca Snoopy all dancing at the same timeon a different shelf it's the four previous toys with the order being from left to right many the standing Snoopy a gingerbread person and the sitting Maraca Snoopy all dancing at the same time," On a different shelf, it's the four previous toys, with the order being from left to right, Minnie, the standing Snoopy, a gingerbread person, and the sitting Maracas Snoopy, all dancing at the same time.",0.361,0.9209999999999999
https://youdescribe.org/video/dT700hzONV8?ad=638acf7948f15f34e2631b73,/current/dT700hzONV8,dT700hzONV8_638ad2cc29962a34dc0649ee.wav,9.131,229.6975,238.82816666666665,inline,the remaining three are turned on again and the camera slowly pans over to the right and stops on the Snoopy with maracasthe remaining three are turned on again and the camera slowly pans over to the right and stops on the Snoopy with maracas, The remaining three are turned on again and the camera slowly pans over to the right and stops on the Snoopy with maracas.,0.371,0.988
https://youdescribe.org/video/dT700hzONV8?ad=638acf7948f15f34e2631b73,/current/dT700hzONV8,dT700hzONV8_638ad49629962a34dc0649f2.wav,28.587,314.621764,343.20843066666663,inline,the second Rudolph toy is wearing a red and blue scarf and a red snow hat with white lining that goes over the ears and it's standing up on all fours this Rudolph toy is dancing by walking a short distance forward and then wiggling its button head back and forth it almost immediately falls off the shelf until the camera person grabs it rotates it so it's walking lengthwise along the Shelf only to almost fall again and to be saved and repositioned back to where it startedthe second Rudolph toy is wearing a red and blue scarf and a red snow hat with white lining that goes over the ears and it's standing up on all fours this Rudolph toy is dancing by walking a short distance forward and then wiggling its button head back and forth it almost immediately falls off the shelf until the camera person grabs it rotates it so it's walking lengthwise along the Shelf only to almost fall again and to be saved and repositioned back to where it started, This second Rudolph toy is wearing a red and blue scarf and a red snow hat with white lining that goes over the ears and it's standing up on all fours. This Rudolph toy is dancing by walking a short distance forward and then wiggling its butt and head back and forth. It almost immediately falls off the shelf until the camera person grabs it and rotates it so it's walking lengthwise along the shelf only to almost fall again and to be saved and repositioned back to where it started.,0.374,0.9790000000000001
https://youdescribe.org/video/dT700hzONV8?ad=638acf7948f15f34e2631b73,/current/dT700hzONV8,dT700hzONV8_638ad60a48f15f34e2631b89.wav,26.368000000000002,404.649466,431.017466,inline,the previous new pretorius Maracas is dancing and it's joined by a new Snoopy toy that is on a red sled it's on the sled with Woodstock the yellow bird who is also from the Peanuts comic strip this Snoopy that's on the sled is wearing a blue Santa hat and is textured with lines all across its face in a cool looking pattern this sled too Snoopy is dancing by rocking back and forth on said sledthe previous new pretorius Maracas is dancing and it's joined by a new Snoopy toy that is on a red sled it's on the sled with Woodstock the yellow bird who is also from the Peanuts comic strip this Snoopy that's on the sled is wearing a blue Santa hat and is textured with lines all across its face in a cool looking pattern this sled too Snoopy is dancing by rocking back and forth on said sled," The previous Snoopy toy with maracas is dancing and it's joined by a new Snoopy toy that is on a red sled. It's on the sled with Woodstock, the yellow bird who is also from the Peanuts comics trip. This Snoopy that's on the sled is wearing a blue Santa hat and is textured with lines all across its face in a cool-looking pattern. This sled Snoopy is dancing by rocking back and forth on said sled.",0.35,0.956
https://youdescribe.org/video/dT700hzONV8?ad=638acf7948f15f34e2631b73,/current/dT700hzONV8,dT700hzONV8_638ad6d729962a34dc0649f4.wav,26.539,446.03016900000006,472.56883566666664,inline,the next shot is an up-close Snoopy toy sitting on a box full of tubes of wrapping paper this Snoopy is in a sitting position and wearing a light blue shirt with the words Joe mistletoe written in a red font with red asterisks surrounding it this Snoopy is wearing a candy cane on its head with mistletoe on the end of it and it's dancing by moving its hands over its mouth and blowing kissesthe next shot is an up-close Snoopy toy sitting on a box full of tubes of wrapping paper this Snoopy is in a sitting position and wearing a light blue shirt with the words Joe mistletoe written in a red font with red asterisks surrounding it this Snoopy is wearing a candy cane on its head with mistletoe on the end of it and it's dancing by moving its hands over its mouth and blowing kisses," The next shot is an up-close Snoopy toy sitting on a box full of tubes of wrapping paper. This Snoopy is in a sitting position and wearing a light blue shirt with the words Joe Mistletoe written in a red font with red asterisks surrounding it. This Snoopy is wearing a candy cane on its head with Mistletoe on the end of it, and it's dancing by moving its hands over its mouth and blowing kisses.",0.359,0.996
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805671841081.wav,4.859,0.0,4.86,inline," Kibbler made on the draw against, say, fairs drew it."," Kibler mage on the draw against save Ferris, Druid.",0.586,0.27
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805672357931.wav,2.813,7.72,10.53,inline," Elegance, frost Nova and flame strike.", against Frost Nova and Flamestrike.,0.5710000000000001,0.381
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805673375911.wav,2.5580000000000003,20.97,23.53,inline, Draws polymer., Draws polymorph.,0.7020000000000001,0.336
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805675398721.wav,2.813,55.051,57.861000000000004,inline, Cause water elemental than ethereal contrary.," Water elemental, then ethereal conjurer.",0.616,0.381
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805675852041.wav,2.813,62.085,64.895,inline, Our last disciple opponent place could do is chosen.," Fireblast Disciple, opponent plays C'Thun's Chosen.",0.511,0.261
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805676120571.wav,1.534,67.447,68.977,inline, Draws fire ball., draws fireball.,0.7120000000000001,0.261
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805676929851.wav,1.534,85.60799999999999,87.13799999999999,inline," Draws doomsayer,", Draw a Doomsayer.,0.603,0.336
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805677934631.wav,1.534,123.682,125.212,inline, Twenty eight twenty five., 2825.,0.002,0.0
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805679127781.wav,2.046,178.868,180.918,inline, The ship was emperor kills a lease., Shapeshift plus Emperor kills Elise,0.43799999999999994,0.226
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805679302921.wav,1.534,187.907,189.437,inline, Cocoons joe's hmmm., C'Thun's Chosen,0.071,0.0
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805679406381.wav,2.046,189.66,191.71,inline, Doing at 12., KABOOM! Act 12,0.182,0.20199999999999999
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805679645741.wav,2.302,193.37099999999998,195.671,inline, Forbidden torch weighs me d., The forbidden torch blazes Medivh.,0.47200000000000003,0.29100000000000004
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805680675291.wav,1.2790000000000001,239.275,240.555,inline," Grammar,", Whatever.,0.027999999999999997,0.0
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805681948341.wav,2.046,265.709,267.759,inline, What shape? Shift? Killed arson?, Plus shape shift kill Tharsin,0.317,0.252
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805682922461.wav,2.302,272.703,275.003,inline, But It plays my a keeper making it to two.," The opponent plays Myra Keeper, making a 2-2.",0.414,0.23199999999999998
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805683102241.wav,2.302,280.878,283.178,inline, While goes draws two cards.," Double Wildcats, draws 2 cards.",0.44,0.29100000000000004
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805683836141.wav,2.302,303.212,305.512,inline, Plays a serial contra., plays Ethereal Conjurer,0.248,0.20199999999999999
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805684452661.wav,1.79,339.205,340.995,inline, But please darker koa., Opponent plays Dark Akoa.,0.248,0.0
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805684855921.wav,2.5580000000000003,348.13,350.69,inline, My o keeper traits for contrary., Mio Keeper trades for Conjurer.,0.449,0.252
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805685045911.wav,1.2790000000000001,355.006,356.28599999999994,inline, Sir came last., It was a game blast.,0.299,0.0
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805685252851.wav,3.325,359.14,362.46,inline," Barber loco. A staff gets a theory, low caste."," Fireball Ocoa, Staff Gets, Ethereal Alchemist",0.17800000000000002,0.184
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805686012981.wav,1.79,402.662,404.452,inline, Pieces bucks actually., Reese's Puffs Act Love.,0.039,0.0
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805687298891.wav,1.79,415.596,417.38599999999997,inline, Jaws ron torch., Draw a drawing torch.,0.319,0.20199999999999999
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805687994131.wav,1.79,461.046,462.836,inline, Ass grass boat., That's Grasspolt.,0.20600000000000002,0.0
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805688594351.wav,1.534,470.116,471.64599999999996,inline, All right pleased arson., Opponent plays Tharizd.,0.161,0.0
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805689597611.wav,4.092,474.841,478.931,inline, No vain urge into innovate. Living groups. State ships killed our guest., Innovate Nourish into Innovate Living Roots Scape Ships kills Arcanist.,0.461,0.27399999999999997
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805690007591.wav,1.534,505.306,506.836,inline, Draws map., Draw the map.,0.532,0.261
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805690648611.wav,4.604,531.43,536.03,inline, Torch kills DOS and monkey gets palette risk. Aaron and you rockin crush.," Torch kills Tharizd, Monkey gets Palletress, Cairne, Anub'Arak King Crush.",0.41600000000000004,0.245
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805691208881.wav,1.2790000000000001,562.0459999999999,563.326,inline, Does your dog., Oz Yogg,0.028999999999999998,0.0
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805691515071.wav,9.974,569.194,579.164,inline, Glance raises could soon hammer wrap. Its opponent draws green sea and had cracked 12. Like Mike drill steels took him head cracked 10 month hammer graph. It's kibbler draw scenarios.," Slance freezes C'Thun. Hammer of Wrath hits opponent, draws greenskin. Headcrack, 12 life. Mind Control steals C'Thun. Headcrack, 10 life. Hammer of Wrath hits Kibler, draws Cenarius.",0.415,0.133
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805693353411.wav,2.5580000000000003,626.8919999999999,629.452,inline, And roll into farrell rage scape shift., Sandral into Feral Rage Scape Shift.,0.423,0.45
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805693899201.wav,2.046,654.089,656.1389999999999,inline, Dog kills band room., Yogg kills Bandra,0.43,0.171
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805694680531.wav,3.58,699.716,703.296,inline, Posterior your kills eric o a place tyrian.," Y'all's Tirion. Y'all kills Erokoa, plays Tirion.",0.23199999999999998,0.067
https://youdescribe.org/video/J5R18MzrtKU?ad=58e7cf3b46e13dfd851a27fc,/legacy,14805695506141.wav,3.8360000000000003,726.326,730.166,inline, Save ferris wins the game. K blue loses array.," Say Ferris wins the game, Kibler loses a rank.",0.626,0.45799999999999996
https://youdescribe.org/video/jiagM8412nQ?ad=62114dafddd6a209053b6f24,/current/jiagM8412nQ,jiagM8412nQ_62115bc2f5a44c090b472f2c.wav,1.963,85.884527,87.84719366666668,inline,please stop right on the skillet, Place the bread on the skillet.,0.513,0.424
https://youdescribe.org/video/xXTadDEf1F0?ad=6362e7fc934e8a1ea9f83d84,/current/xXTadDEf1F0,xXTadDEf1F0_6362e952934e8a1ea9f83d8f.wav,5.547000000000001,255.0001980381469,255.0001980381469,extended,gospel it says a little bit goes a long way so fully pea-sized application," Last bullet says a little bit goes a long way. Sub bullet, P-sized application.",0.68,0.425
https://youdescribe.org/video/xXTadDEf1F0?ad=6362e7fc934e8a1ea9f83d84,/current/xXTadDEf1F0,xXTadDEf1F0_6362e9a0934e8a1ea9f83d91.wav,8.448,326.0747620228882,326.0747620228882,extended,the fourth bullet says not reusable sub bullet remove and replacethe fourth bullet says not reusable sub bullet remove and replace, The fourth bullet says not reusable. Sub bullet remove and replace.,0.359,0.961
https://youdescribe.org/video/RpJd0HeaPHo?ad=58e7cf3846e13dfd851a26ed,/legacy,14764462656981.wav,5.371,11.341,16.711,inline, W w w dot molly burke dot ca appears on the screen., www.mollyburke.ca appears on the screen.,0.604,0.40700000000000003
https://youdescribe.org/video/RpJd0HeaPHo?ad=58e7cf3846e13dfd851a26ed,/legacy,14764472577551.wav,2.302,35.173,37.473,inline, Speech day seven am.," Speech Day, 7am.",0.428,0.41100000000000003
https://youdescribe.org/video/RpJd0HeaPHo?ad=58e7cf3846e13dfd851a26ed,/legacy,14764519079091.wav,9.719,244.727,244.727,extended," Info at molly burke dot ca, molly burke dot ca educate, motivate inspire.", info at mollyburke.ca mollyburke.ca Educate. Motivate. Inspire.,0.5589999999999999,0.38299999999999995
https://youdescribe.org/video/aeURYNASNaI?ad=621a7267f5a44c090b4732ec,/current/aeURYNASNaI,aeURYNASNaI_621a7972f5a44c090b4732ee.wav,2.475,16.340545454545456,18.815212121212124,inline,please do strawberries in a bowl, Place the strawberries in a bowl.,0.7020000000000001,0.43200000000000005
https://youdescribe.org/video/OkwJJRkpUrQ?ad=5fac4c456832dc5fe4ac5bd4,/current/OkwJJRkpUrQ,OkwJJRkpUrQ_5fac553d206e0d5fdec3df62.wav,8.173,11.000629,11.000629,extended,here you will see the girl dividing her hair into three equal sectionshere you will see the girl dividing her hair into three equal sections, Here you will see the girl dividing her hair into three equal sections.,0.374,0.961
https://youdescribe.org/video/6ri6gK4FcnE?ad=5d93c393540fcd0839becc15,/current/6ri6gK4FcnE,6ri6gK4FcnE_5d93c492540fcd0839becc17.wav,12.074000000000002,18.197213877929688,30.27159029516325,inline,get a square paper fold the paper in half corner to corner to make a triangleget a square paper fold the paper in half corner to corner to make a triangle, Get a square paper. Fold the paper in half corner to corner to make a triangle.,0.361,0.975
https://youdescribe.org/video/6ri6gK4FcnE?ad=5d93c393540fcd0839becc15,/current/6ri6gK4FcnE,6ri6gK4FcnE_5d93c791540fcd0839becc1b.wav,8.359,67.50728903051758,75.86647270398697,inline,fold the corner to meet the crease and the center of the paperfold the corner to meet the crease and the center of the paper, Fold the corner to meet the crease in the center of the paper.,0.342,0.903
https://youdescribe.org/video/c7M686pXr6M?ad=6423358319683a00242e9836,/current/c7M686pXr6M,c7M686pXr6M_6425a81882dfff001e526cff.wav,10.667,247.07439218119808,257.7410588478648,inline,six people are observing a few Penguins who are standing and waddling around the penguins are about a third of the height of the peoplesix people are observing a few Penguins who are standing and waddling around the penguins are about a third of the height of the people, Six people are observing a few penguins who are standing and waddling around. The penguins are about a third of the height of the people.,0.36200000000000004,0.988
https://youdescribe.org/video/NZcWedPKysk?ad=605d46ceaad36831fd7e77b2,/current/NZcWedPKysk,NZcWedPKysk_605d4b8aaad36831fd7e7824.wav,13.482999999999999,14.422635000000001,27.905301666666666,inline,two cups of dried chickpeas is added to a glass bowl it's covered with water and it's let out to soak overnighttwo cups of dried chickpeas is added to a glass bowl it's covered with water and it's let out to soak overnight, 2 cups of dried chickpeas is added to a glass bowl. It's covered with water and it's let out to soak overnight.,0.35100000000000003,0.9740000000000001
https://youdescribe.org/video/Ch8jfsicxVM?ad=6352d6ce44d9f31eaf8e2c0e,/current/Ch8jfsicxVM,Ch8jfsicxVM_6352d87d934e8a1ea9f83820.wav,8.704,2.517479026702881,2.517479026702881,extended,a mother and two children are at the grocery store pushing a shopping carta mother and two children are at the grocery store pushing a shopping cart, A mother and two children are at the grocery store pushing a shopping cart.,0.373,0.9690000000000001
https://youdescribe.org/video/Ch8jfsicxVM?ad=6352d6ce44d9f31eaf8e2c0e,/current/Ch8jfsicxVM,Ch8jfsicxVM_6352d890934e8a1ea9f83821.wav,6.315,4.219797215530395,4.219797215530395,extended,the young girl reaches for the Chef Boyardee can on the Shelfthe young girl reaches for the Chef Boyardee can on the Shelf, The young girl reaches for the Chef Boyardee can on the shelf.,0.36,0.9740000000000001
https://youdescribe.org/video/Ch8jfsicxVM?ad=6352d6ce44d9f31eaf8e2c0e,/current/Ch8jfsicxVM,Ch8jfsicxVM_6352db30934e8a1ea9f83825.wav,8.704,53.146138,53.146138,extended,the can continues a role to the house and ends up at the feet of the girl at the grocery storethe can continues a role to the house and ends up at the feet of the girl at the grocery store, The can continues to roll through the house and ends up at the feet of the girl at the grocery store.,0.382,0.92
https://youdescribe.org/video/Ch8jfsicxVM?ad=6352d6ce44d9f31eaf8e2c0e,/current/Ch8jfsicxVM,Ch8jfsicxVM_6352db5f934e8a1ea9f83826.wav,11.349,60.411970999999994,60.411970999999994,extended,there is a bowl of prepared Chef Boyardee ravioli in a white bowl there are also four Chef Boyardee cans surrounding the bowlthere is a bowl of prepared Chef Boyardee ravioli in a white bowl there are also four Chef Boyardee cans surrounding the bowl, There is a bowl of prepared Chef Boyardee ravioli in a white bowl. There are also four Chef Boyardee cans surrounding the bowl.,0.364,0.986
https://youdescribe.org/video/cZGghmwUcbQ?ad=58e7cf2a46e13dfd851a209b,/legacy,14001954592781.wav,5.882000000000001,178.725,184.605,inline, Thai life insurance. Believe in good w w w Thai good stories dot com., Thank you.,0.001,0.0
https://youdescribe.org/video/lvK2TPBDvl4?ad=58e7cf3246e13dfd851a247a,/legacy,14451922710911.wav,7.672999999999999,187.87099999999998,187.87099999999998,extended," Words up here. Kitty string, a p h d museum disabilities advocate.", Words appear.,0.013000000000000001,0.151
https://youdescribe.org/video/jF3I7VpfCEU?ad=58e7cf3646e13dfd851a262c,/legacy,14607206891471.wav,3.58,46.131,46.131,extended, To then they're us about what is matthews favorite curse would., So then they ask about what is Matthew's favourite curse word.,0.728,0.35600000000000004
https://youdescribe.org/video/iztVDmKM5FY?ad=58e7cf3d46e13dfd851a2870,/legacy,14864639695171.wav,2.302,53.836000000000006,53.836000000000006,extended," In separate symmetry, look driven a volley.", He approaches a group playing volleyball.,0.20800000000000002,0.0
https://youdescribe.org/video/IkpWQHLY4A4?ad=5e3c1d860050a61e3485ba0a,/current/IkpWQHLY4A4,IkpWQHLY4A4_5e3c1e550b19d71e3f68cdcd.wav,7.167999999999999,36.432813,36.432813,extended,a student knocks on an office door then vanishes into thin aira student knocks on an office door then vanishes into thin air," A student knocks on an office door, then vanishes into thin air.",0.37,0.966
https://youdescribe.org/video/Y-Z7LObUlwA?ad=5aeb5fea4d5c9744c8358aae,/current/Y-Z7LObUlwA,Y-Z7LObUlwA_5af0b68f4d5c9744c8358b76.wav,3.437,149.458913,149.458913,extended, University of minnesota driven to discover., University of Minnesota Driven2Discover,0.6970000000000001,0.45
https://youdescribe.org/video/YuDhbLQtt2k?ad=61ec5992f5a44c090b471556,/current/YuDhbLQtt2k,YuDhbLQtt2k_61ec8851ddd6a209053b54ce.wav,2.048,16.674423,18.722423000000003,inline,some I Stumble and again, Add some ice and blend again.,0.495,0.45
https://youdescribe.org/video/YuDhbLQtt2k?ad=61ec5992f5a44c090b471556,/current/YuDhbLQtt2k,YuDhbLQtt2k_61ec8a1cf5a44c090b47157e.wav,1.28,43.019591,44.299591,inline,blood well, Blend well.,0.434,0.336
https://youdescribe.org/video/YuDhbLQtt2k?ad=61ec5992f5a44c090b471556,/current/YuDhbLQtt2k,YuDhbLQtt2k_61ec8d94ddd6a209053b54e1.wav,1.28,102.13010899999999,103.41010899999999,inline,find well, Blend well.,0.516,0.336
https://youdescribe.org/video/YuDhbLQtt2k?ad=61ec5992f5a44c090b471556,/current/YuDhbLQtt2k,YuDhbLQtt2k_61ec8daaf5a44c090b47158c.wav,2.048,104.326357,106.374357,inline,itemized and bunt once more, Add some ice and blend once more.,0.434,0.345
https://youdescribe.org/video/YuDhbLQtt2k?ad=61ec5992f5a44c090b471556,/current/YuDhbLQtt2k,YuDhbLQtt2k_61ec8faef5a44c090b471596.wav,1.8769999999999998,144.036346,145.91367933333333,inline,a Dyson burn some more, Add ice and blend some more.,0.354,0.261
https://youdescribe.org/video/Mc--PXN41xc?ad=58e7cf2d46e13dfd851a2194,/legacy,14001914751051.wav,2.046,67.689,69.73899999999999,inline, King kongo tod screams!, King Kongletard screams.,0.564,0.41100000000000003
https://youdescribe.org/video/5N9cktiTBrw?ad=61b55bf8ddd6a209053b41d2,/current/5N9cktiTBrw,5N9cktiTBrw_61b55d44ddd6a209053b41d4.wav,2.9010000000000002,12.233742999999999,12.233742999999999,extended,she holds a finished no more adamant, She holds a finished gnome ornament.,0.621,0.381
https://youdescribe.org/video/YzN4Zj9S6so?ad=5fb0f8566832dc5fe4ac5e6b,/current/YzN4Zj9S6so,YzN4Zj9S6so_5fb0fb68206e0d5fdec3e1c0.wav,4.6930000000000005,60.053847,60.053847,extended,turn it down in standing in the balconyturn it down in standing in the balcony, Zhe Ling Liang is standing in the balcony,0.301,0.39
https://youdescribe.org/video/cr2jly_B25Q?ad=58e7cf2b46e13dfd851a210e,/legacy,1382012806835.wav,13.81,0.0,0.0,extended," Sequence a man, hannah still a spider minions week as in xl ballard le principal l to smile in my highness little spacer, he said by our anus is so handy."," Sequence of images of the pyramids located in El Salvador, the main one, the Tesumal. Images of the Salvadoran landscapes and their people.",0.198,0.045
https://youdescribe.org/video/RoTrH4gHyaw?ad=5cc5f13056b7f3071f306102,/current/RoTrH4gHyaw,RoTrH4gHyaw_5cc5f1c71dcc0c08bd68b2c1.wav,7.059,27.529431,27.529431,extended," Text carla lalli, music. Good director, bone appetite."," Text, Carla Lally Music, Food Director. Bon Appetit.",0.45899999999999996,0.336
https://youdescribe.org/video/RoTrH4gHyaw?ad=5cc5f13056b7f3071f306102,/current/RoTrH4gHyaw,RoTrH4gHyaw_5cc600c056b7f3071f306128.wav,3.8080000000000003,870.752394,870.752394,extended, Text bone appetite.," Text, Bon Appetit.",0.47,0.20199999999999999
https://youdescribe.org/video/P67nOrmER0s?ad=63fa91294eeee90026e39703,/current/P67nOrmER0s,P67nOrmER0s_63fa93ae88c3be002018e00e.wav,3.4989999999999997,313.66704599999997,317.1657126666667,inline,cut the tops off of peace and then caught him in third, Cut the tops off a piece and then cut them in thirds.,0.7140000000000001,0.488
